    591 113.640377     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    593 113.646008     04:00:6e:a3:68:57 (Pixel 9a) 32:35:47:33:b8:02 ()  ATT      28     Sent Write Request, Handle: 0x0010 (Unknown)
    595 113.737901     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    597 113.744140     04:00:6e:a3:68:57 (Pixel 9a) 32:35:47:33:b8:02 ()  ATT      28     Sent Write Request, Handle: 0x0010 (Unknown)
    599 113.835529     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    601 113.844408     04:00:6e:a3:68:57 (Pixel 9a) 32:35:47:33:b8:02 ()  ATT      28     Sent Write Request, Handle: 0x0010 (Unknown)
    603 113.932951     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    605 113.938936     04:00:6e:a3:68:57 (Pixel 9a) 32:35:47:33:b8:02 ()  ATT      28     Sent Write Request, Handle: 0x0010 (Unknown)
    607 114.030832     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    609 114.036423     04:00:6e:a3:68:57 (Pixel 9a) 32:35:47:33:b8:02 ()  ATT      28     Sent Write Request, Handle: 0x0010 (Unknown)
    611 114.129245     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    613 114.134729     04:00:6e:a3:68:57 (Pixel 9a) 32:35:47:33:b8:02 ()  ATT      28     Sent Write Request, Handle: 0x0010 (Unknown)
    615 114.225111     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    617 114.231953     04:00:6e:a3:68:57 (Pixel 9a) 32:35:47:33:b8:02 ()  ATT      28     Sent Write Request, Handle: 0x0010 (Unknown)
    619 114.322926     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    621 114.327165     04:00:6e:a3:68:57 (Pixel 9a) 32:35:47:33:b8:02 ()  ATT      18     Sent Write Command, Handle: 0x0016 (Unknown)
    622 114.330993     04:00:6e:a3:68:57 (Pixel 9a) 32:35:47:33:b8:02 ()  ATT      28     Sent Write Request, Handle: 0x0010 (Unknown)
    625 114.420102     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    626 114.421861     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      19     Rcvd Handle Value Notification, Handle: 0x0018 (Unknown)
    627 114.424808     04:00:6e:a3:68:57 (Pixel 9a) 32:35:47:33:b8:02 ()  ATT      28     Sent Write Request, Handle: 0x0010 (Unknown)
    629 114.517559     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    631 114.523707     04:00:6e:a3:68:57 (Pixel 9a) 32:35:47:33:b8:02 ()  ATT      33     Sent Write Command, Handle: 0x0016 (Unknown)
    632 114.530982     04:00:6e:a3:68:57 (Pixel 9a) 32:35:47:33:b8:02 ()  ATT      28     Sent Write Request, Handle: 0x0010 (Unknown)
    635 114.615935     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    636 114.616357     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      19     Rcvd Handle Value Notification, Handle: 0x0018 (Unknown)
    637 114.619967     04:00:6e:a3:68:57 (Pixel 9a) 32:35:47:33:b8:02 ()  ATT      28     Sent Write Request, Handle: 0x0010 (Unknown)
    639 114.715784     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    640 114.716171     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    642 114.760923     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    643 114.761578     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    644 114.762655     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    645 114.775450     04:00:6e:a3:68:57 (Pixel 9a) 32:35:47:33:b8:02 ()  ATT      28     Sent Write Request, Handle: 0x0010 (Unknown)
    647 114.859928     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    648 114.860317     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    649 114.860821     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    650 114.861326     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    652 114.863785     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    653 114.867755     04:00:6e:a3:68:57 (Pixel 9a) 32:35:47:33:b8:02 ()  ATT      20     Sent Write Command, Handle: 0x0016 (Unknown)
    654 114.872271     04:00:6e:a3:68:57 (Pixel 9a) 32:35:47:33:b8:02 ()  ATT      28     Sent Write Request, Handle: 0x0010 (Unknown)
    657 114.956432     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    658 114.958308     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    659 115.015531     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    660 115.019793     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    661 115.020896     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    662 115.027069     04:00:6e:a3:68:57 (Pixel 9a) 32:35:47:33:b8:02 ()  ATT      28     Sent Write Request, Handle: 0x0010 (Unknown)
    663 115.053198     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      19     Rcvd Handle Value Notification, Handle: 0x0018 (Unknown)
    664 115.054289     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      51     Rcvd Handle Value Notification, Handle: 0x0018 (Unknown)
    666 115.103373     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    667 115.103656     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    668 115.103940     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    669 115.104694     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
